id,Who,Type,Membrane,Arc_time,Arc_power,Gap_offset,Laser_power,OP_before,L_cleave_angle,R_cleave_angle,L_fiber_angle,R_fiber_angle,Splice_loss_machine,MFD_mismatch,Core_bending,Axis_offset,OP_after,Splice_loss,System_loss,Total_loss,Result,Loss_difference,Percent_Off,Total_cleave_angle,Total_Fiber_Angle,V_avg_after_splice,V_avg_before_splice
1,Chris,Silica,0,2000,20,0,0.5,0.379489966501729,0,0,0,0,0,0,0,0,0.37951118381483,-0.000242807589926479,1.19769706451127,1.19745425692135,pass,-0.000242807589926479,100,0,0,NaN,NaN
2,Chris,Silica,0,2000,20,0,0.5,0.379533562085661,0,0,0,0,0,0,0,0,0.379526929030471,7.59017048304436e-05,1.19719817822265,1.19727407992748,pass,7.59017048304436e-05,100,0,0,NaN,NaN
3,Chris,Silica,0,2000,20,0,0.5,0.379641038356676,0,0,0,0,0,0,0,0,0.379647882578591,-7.82945128981243e-05,1.19596851770129,1.19589022318839,pass,-7.82945128981243e-05,100,0,0,NaN,NaN
4,Chris,Silica,0,2000,20,0,0.5,0.379696380754414,0,0,0,0,0,0,0,0,0.379693171597884,3.67062983211667e-05,1.19533546848257,1.19537217478089,pass,3.67062983211667e-05,100,0,0,NaN,NaN
5,Chris,Silica,0,2000,20,0,0.5,0.379660788146067,0,0,0,0,0,0,0,0,0.379660034598753,8.61984632869786e-06,1.19574259372076,1.19575121356709,pass,8.61984632869786e-06,100,0,0,NaN,NaN
6,Chris,Silica,0,2000,20,0,0.5,0.416955882590965,0,0,0,0,0,0,0,0,0.412374695962199,0.0479809707264109,0.788798989087963,0.836779959814374,pass,0.0479809707264109,100,0,0,NaN,NaN
7,Chris,Silica,0,2000,20,0,0.5,0.413371502876729,0,0,0,0,0,0,0,0,0.413399148505663,-0.000290439533120107,0.826294705304097,0.826004265770977,pass,-0.000290439533120107,100,0,0,4.34069105930946,4.34040078020565
8,Chris,Silica,0,2000,20,0,0.5,0.420412752227106,0,0,0,0,0,0,0,0,0.420400881233211,0.000122631387943744,0.752941234834564,0.753063866222508,pass,0.000122631387943744,100,0,0,4.41420925294872,4.41433389838461
9,Chris,Silica,0,2000,20,0,0.5,0.154127794344322,3.3,0.3,0.1,0,0.02,0.02,0,0,0.407358113206023,-4.22095406965852,5.11089040881016,0.889936339151636,pass,-4.24095406965852,100.473826525234,3.6,0.1,4.27726018866324,1.61834184061538
